Sample,Month,Season,Year,Zone,Station,Batch,SecchiDiskDepth,Silica,Sulfate,Temperature,Turbidity,Alkalinity,Ammonia,Pheophytin.a,Chlorophyll.a,TotalDepth,DissolvedOxygen,Nitrate.Nitrite,Phosphate.Ortho,Phosphate.Total,pH,Total.Nitrogen,TN.TP.ratio,Microcystis.Abundance,Microcystin.RR,Microcystin.WR,Microcystin.YR,Microcystin,Microcystin.HILR,Microcystin.HTYR,Microcystin.LA,Microcystin.LF,Microcystin.LR,Microcystin.LW,Microcystin.LY,Anatoxin.a,Cylindrospermopsin,S,N,H,J,inv.D
LZ40_4_21,4,dry,3,Pelagic,LZ40,PAIS3,0.2,9.32,21.8,22.3,65.8,104,0.012,0.392,10.7,4.1,8.63,0.316,0.073,0.208,8.3,1.53,7.356,0.000224346,0,0,0,0,0,0,0,0,0,0,0,0,0,784,41287,5.707365937,0.856394906,126.8987162
LZ40_5_21,5,wet,3,Pelagic,LZ40,PAIS1,0.1,10.1,22.4,30.6,39.5,97,0.011,0.388,24.6,4.1,9.04,0.277,0.06,0.161,8.5,1.36,8.447,0.002690353,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,1.6,-0.25,-0.1,-0.25,-0.1,455,32156,5.180927341,0.846515616,73.34022868
LZ40_6_21,6,wet,3,Pelagic,LZ40,PAIS2,0.2,10.2,23.8,28.5,37.6,108,0.009,0.411,8.48,3.7,6.66,0.227,0.074,0.164,8.2,1.19,7.256,0.021092079,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,547,62073,4.887016054,0.775169441,23.7824185
LZ40_7_21,7,wet,3,Pelagic,LZ40,PAIS1,0.2,7.51,22.5,27.8,69.4,105,0.01,1.3,14,4,7.38,0.071,0.064,0.206,8.4,1.51,7.33,0.005951441,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,5.3,-0.25,-0.1,-0.25,-0.1,868,50341,5.838510818,0.862894678,105.5044115
LZ40_8_21,8,wet,3,Pelagic,LZ40,PAIS2,0.2,7.15,21.4,29.1,86.1,111,0.012,1.12,8.86,4.2,7.11,0.093,0.062,0.243,8.2,1.7,6.996,0.000556377,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,722,50865,5.984066299,0.909152757,209.173756
LZ40_9_21,9,wet,3,Pelagic,LZ40,PAIS3,0.8,7.6,22.1,29.7,27.3,98,0.008,0.632,11.2,4.3,6.88,0.062,0.052,0.125,8,1.07,8.56,0.002808807,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,1.2,-0.25,-0.1,-0.25,-0.1,1310,67398,6.251208589,0.87091085,202.7177492
LZ40_10_21,10,wet,3,Pelagic,LZ40,PAIS3,0.3,8.4,21.9,28.8,11.8,100,0.006,0.404,25.9,4.8,9.13,-0.005,0.019,0.078,8.6,1.04,13.333,0.004287694,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,1.6,-0.25,-0.1,-0.25,-0.1,922,50240,6.071601659,0.889410596,200.9268215
PALMOUT_3_19,3,dry,1,Nearshore,PALMOUT,LO310,0.4,9.16,23.2,23.8,30.6,110,0.015,1.12,21,1.2,8.54,-0.005,0.008,0.152,8.7,1.77,11.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,39439,5.315971569,0.846438936,83.93132597
PALMOUT_4_19,4,dry,1,Nearshore,PALMOUT,LO22,0.3,0,0,23.6,14.1,103,0.007,0.773,23.4,1.2,8.67,-0.005,0.002,0.1,8.7,1.64,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,16961,5.09576171,0.918953769,112.4791829
PALMOUT_6_19,6,wet,1,Nearshore,PALMOUT,ELIZA2,0.9,0,0,31.9,4.5,100,0.008,0.08,3.74,0.9,7.5,-0.005,0.028,0.064,8.6,0.805,12.578,3.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,297,73999,4.686098396,0.823027547,50.25042706
PALMOUT_7_19,7,wet,1,Nearshore,PALMOUT,LO310,1.2,0,0,29.7,2.6,87,0.006,0.071,5.06,1.2,9.16,-0.005,0.004,0.026,8.7,0.867,33.346,0.000105891,0,0,0,0,0,0,0,0,0,0,0,0,0,259,23858,4.886362068,0.879343758,76.46577094
PALMOUT_8_19,8,wet,1,Nearshore,PALMOUT,LO8382,1.2,4.79,26.6,29.4,1.9,96,0.007,0.066,2.33,1.2,7.87,-0.005,0.002,0.024,8.3,0.82,34.167,1.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,404,43132,5.323953513,0.887116392,121.6958086
PALMOUT_11_19,11,dry,1,Nearshore,PALMOUT,ELIZA23,0.6,8.05,24.5,27.4,10.7,100,0.019,0.937,28.2,1.5,8.89,0.094,0.027,0.09,8.6,1.27,14.111,0.000714316,0,0,0,0,0,0,0,0,0,0,0,0,0,778,50067,5.790539002,0.869877857,165.1177226
PALMOUT_12_19,12,dry,1,Nearshore,PALMOUT,ELIZA23,0.7,0,0,18.4,7.6,100,0.007,0.424,33.4,1.4,10.4,-0.005,-0.002,0.059,9,1.42,24.068,0.000262036,0,0,0,0,0,0,0,0,0,0,0,0,0,498,23813,5.618360127,0.904640463,177.4611946
PALMOUT_1_20,1,dry,2,Nearshore,PALMOUT,ELIZA2,0.3,0,0,24,12.5,106,0.014,0.736,20.7,1.4,9.76,0.194,0.025,0.084,8.6,1.2,14.286,0.003770801,0,0,0,0,0,0,0,0,0,0,0,0,0,688,51199,5.68726441,0.870438967,126.9529383
PALMOUT_2_20,2,dry,2,Nearshore,PALMOUT,UNK,0.7,4.5,23.5,20,6.2,97,0.01,0.584,23.7,0.9,11,-0.005,0.002,0.04,8.7,1.19,29.75,0.000247678,0,0,0,0,0,0,0,0,0,0,0,0,0,817,70899,5.817212402,0.867510512,164.3470537
PALMOUT_4_20,4,dry,2,Nearshore,PALMOUT,UNK,0.8,6.55,28.5,26.3,4.3,106,0.005,0.156,5.36,1,8.19,-0.005,0.006,0.04,8.5,0.976,24.4,7.72E-05,-0.25,-0.25,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,76,14762,3.855517703,0.890269015,32.74284183
PALMOUT_5_20,5,wet,2,Nearshore,PALMOUT,UNK,0.9,7.97,28.8,27.8,5.3,111,0.015,0.171,6.34,1.1,8.06,-0.005,0.005,0.049,9,0.95,19.388,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,0.25,-0.25,-0.25,-0.25,-0.25,90,17785,4.146588037,0.921502984,50.73474511
PALMOUT_6_20,6,wet,2,Nearshore,PALMOUT,UNK,0.6,5.38,29.2,28.2,5.7,118,0.011,0.53,8.2,1,7.24,-0.005,0.006,0.049,8.4,1.04,21.224,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,150,24021,4.637276601,0.925486755,80.77071224
PALMOUT_7_20,7,wet,2,Nearshore,PALMOUT,UNK,1.2,4.02,26.7,31,1.4,103,0.014,0.068,2.51,1.2,7.38,-0.005,0.011,0.033,8.4,0.817,24.758,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,250,14572,5.014422718,0.908169557,105.1414164
PALMOUT_8_20,8,wet,2,Nearshore,PALMOUT,UNK,1.4,6.45,24.9,30.9,2,96,0.006,0.194,6.11,1.4,7.09,-0.005,-0.002,0.029,8.3,0.867,29.897,3.77E-05,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,377,23005,5.256119293,0.886025295,104.2706219
PALMOUT_9_20,9,wet,2,Nearshore,PALMOUT,UNK,0.7,6.67,21.5,29.6,4.8,91,0.006,0.571,14,1.4,7.37,-0.005,0.014,0.058,8.2,0.957,16.5,0.000344595,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,0.26,-0.25,-0.25,-0.25,-0.25,681,57709,5.66928434,0.86904732,146.1411371
PALMOUT_10_20,10,wet,2,Nearshore,PALMOUT,UNK,0.5,6.67,21.6,28.1,5.1,94,0.008,1.01,21.1,2.3,7.9,-0.005,0.006,0.053,8.3,0.993,18.736,0.00022973,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,0.28,-0.25,-0.25,-0.25,-0.25,704,45941,5.720718374,0.872489211,144.2249181
PALMOUT_12_20,12,dry,2,Nearshore,PALMOUT,PAIS1,0.8,5.17,17.6,21.5,6.8,80,0.018,1.11,16.8,2.1,8.66,0.023,0.021,0.075,8.3,1.19,15.867,0.001159418,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,0.6,-0.25,-0.25,-0.25,-0.25,613,73931,5.521232912,0.860224211,116.1295054
PALMOUT_1_21,1,dry,3,Nearshore,PALMOUT,PAIS3,0.7,6.45,18.9,18.7,13.1,85,0.012,1.15,19.5,2.2,9.47,0.154,0.034,0.107,8.3,1.3,12.15,6.46E-05,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,600,36083,5.448385384,0.851718821,83.5457922
PALMOUT_2_21,2,dry,3,Nearshore,PALMOUT,PAIS1,0.4,8.3,19.3,23.3,15.4,90,0.008,0.472,23,2.15,10.2,0.207,0.044,0.077,8.5,1.28,16.623,0.001317358,-0.25,-0.5,-0.25,0,-0.25,-0.25,-0.25,-0.25,0.77,-0.25,-0.25,-0.25,-0.25,342,33239,4.93065001,0.845040265,80.10487011
PALMOUT_3_21,3,dry,3,Nearshore,PALMOUT,PAIS1,0.3,9.12,22.6,19.5,48.2,102,0.007,1.17,13.9,1.8,9.17,0.344,0.067,0.192,8.1,1.66,8.646,0.000145376,-0.25,-0.5,-0.25,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,949,52986,6.05154711,0.882740517,170.014795
PALMOUT_4_21,4,dry,3,Nearshore,PALMOUT,PAIS3,0.5,9.18,22.2,23,18.8,99,0.013,1.26,50,1.7,9.54,0.151,0.044,0.144,8.7,1.39,9.653,0.001746306,-0.25,-0.5,-0.25,0,-0.25,-0.25,-0.25,-0.25,1.1,-0.25,-0.25,-0.25,-0.25,720,38268,5.608001898,0.852376922,122.8291456
PALMOUT_5_21,5,wet,3,Nearshore,PALMOUT,PAIS1,0.4,9.72,22.6,28.9,15.5,99,0.007,0.739,23.5,1.7,7.99,-0.005,0.039,0.116,8.6,1.13,9.741,0.008580772,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,7,-0.25,-0.1,-0.25,-0.1,556,54506,5.454678787,0.862977178,86.00926128
PALMOUT_6_21,6,wet,3,Nearshore,PALMOUT,PAIS2,0.4,10,23.6,28.3,14.9,106,0.008,0.971,18.5,1.1,6.98,-0.005,0.036,0.108,8.3,1.19,11.019,0.005964004,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,1.5,-0.25,-0.1,-0.25,-0.1,393,42080,5.094117649,0.852741882,66.40673906
PALMOUT_7_21,7,wet,3,Nearshore,PALMOUT,PAIS2,0.6,7.54,20.8,27.2,8.5,95,0.012,0.832,10.9,1.4,7.58,0.038,0.036,0.079,8.3,0.921,11.658,0.000111275,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,520,53044,5.622795447,0.899096476,173.5856816
PALMOUT_8_21,8,wet,3,Nearshore,PALMOUT,PAIS3,0.5,7.56,21,27.6,11.7,100,0.012,0.904,69.1,1.5,7.92,-0.005,-0.002,0.051,9.2,1.57,30.784,7.18E-06,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,526,38817,5.485816407,0.875587018,140.1473902
PALMOUT_9_21,9,wet,3,Nearshore,PALMOUT,PAIS3,0.8,7.4,21.7,30.6,3.8,98,0.009,0.256,12.8,1.9,7.5,-0.005,-0.002,0.032,8.5,0.971,30.344,0.000574325,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,419,17387,5.400593267,0.89445325,121.9700497
PALMOUT_10_21,10,wet,3,Nearshore,PALMOUT,PAIS3,0.4,8.25,21.4,28.2,14.2,102,0.01,0.749,33.8,2,8.48,-0.005,0.002,0.07,8.6,1.47,21,0.003690037,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,3.5,-0.25,-0.1,-0.25,-0.1,696,36670,5.803474685,0.886656174,147.9222077
PELBAY3_3_19,3,dry,1,Nearshore,PELBAY3,LO22,0.2,10.8,22.3,24.1,56.6,104,0.018,0.378,5.99,1.3,7.85,0.37,0.066,0.17,8.3,1.65,9.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,14905,5.424830533,0.931141509,164.1615649
PELBAY3_5_19,5,wet,1,Nearshore,PELBAY3,ELIZA2,0.3,11.1,23.5,25.7,25.7,97,0.024,0.192,2.14,1,7.32,0.436,0.082,0.141,8,1.29,9.149,3.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,664,60227,5.554740601,0.854801388,116.4280115
PELBAY3_6_19,6,wet,1,Nearshore,PELBAY3,LO310,1.1,0,0,30.3,5,102,0.018,0.132,2.91,1.1,6.93,0.012,0.03,0.056,8.7,0.784,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,49619,5.066253397,0.860308777,96.60074647
PELBAY3_7_19,7,wet,1,Nearshore,PELBAY3,LO310,0.6,0,0,28.7,11.4,113,0.01,0.389,8.09,0.9,7.14,0.21,0.059,0.104,8.1,1.05,10.096,0.001428633,0,0,0,0,0,0,0,0,0,0,0,0,0,569,38768,5.521410183,0.870352183,136.6097777
PELBAY3_8_19,8,wet,1,Nearshore,PELBAY3,LO8382,0.75,6.5,23.5,27.6,6.8,98,0.03,0.261,7,1.2,6.73,0.115,0.052,0.086,7.9,0.922,10.721,0.004790228,0,0,0,0,0,0,0,0,0,0,0,0,0,645,42664,5.61126125,0.867374267,109.9227321
PELBAY3_9_19,9,wet,1,Nearshore,PELBAY3,LO8382,0.7,0,0,29.1,6.6,92,0.015,0.428,13.4,1.5,7.16,0.026,0.014,0.054,8.1,0.913,16.907,7.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,864,38014,6.068438951,0.897489262,221.1207948
PELBAY3_11_19,11,dry,1,Nearshore,PELBAY3,ELIZA23,0.4,9.49,23.9,26.1,19.2,103,0.022,0.453,6.42,1.4,7.17,0.31,0.061,0.114,8,1.27,11.14,0.000475613,0,0,0,0,0,0,0,0,0,0,0,0,0,778,27690,5.901847404,0.886599049,174.9354433
PELBAY3_12_19,12,dry,1,Nearshore,PELBAY3,ELIZA23,0.3,0,0,16.8,15.1,110,0.016,0.336,3.69,1.3,8.94,0.283,0.063,0.109,8.1,1.23,11.284,0.001365816,0,0,0,0,0,0,0,0,0,0,0,0,0,590,30218,5.427582864,0.850701978,106.8549802
PELBAY3_1_20,1,dry,2,Nearshore,PELBAY3,ELIZA2,0.25,0,0,20.9,31.4,106,0.015,0.219,4.33,1.3,7.95,0.469,0.063,0.133,8.1,1.33,10,5.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,556,60793,5.290059047,0.836932917,80.65946127
PELBAY3_2_20,2,dry,2,Nearshore,PELBAY3,ELIZA23,0.6,9.17,25.1,18,12.3,103,0.016,0.108,2.44,1.2,9.22,0.429,0.058,0.092,8.1,1.27,13.804,0.001225825,0,0,0,0,0,0,0,0,0,0,0,0,0,953,102522,5.457932882,0.795661704,83.37448068
PELBAY3_4_20,4,dry,2,Nearshore,PELBAY3,UNK,0.3,10.6,27.8,24.5,10.5,112,0.033,0.148,1.98,1,7.19,0.332,0.063,0.097,8,1.3,13.402,0.000276394,0,0,0,0,0,0,0,0,0,0,0,0,0,82,10018,3.939726597,0.894027138,34.46683522
PELBAY3_5_20,5,wet,2,Nearshore,PELBAY3,UNK,0.5,10.2,27.7,27.2,12.5,110,0.02,0.416,9.22,0.9,7.24,0.126,0.055,0.104,8.5,1.13,10.865,0.002442675,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,2.6,-0.25,-0.25,-0.25,-0.25,82,21286,3.812209226,0.865090107,30.23515788
PELBAY3_6_20,6,wet,2,Nearshore,PELBAY3,UNK,0.3,9.24,25.9,28.8,18.4,104,0.028,0.71,5.42,1,7.36,0.254,0.085,0.134,8.3,1.13,8.433,3.05E-05,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,122,12915,4.151136529,0.864096242,36.75611428
PELBAY3_7_20,7,wet,2,Nearshore,PELBAY3,UNK,0.8,7.12,25.8,30.4,5.1,103,0.023,0.29,9.34,1.1,6.76,0.028,0.04,0.072,8.4,1,13.889,0.00057612,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,307,15826,5.082703111,0.887521955,99.61154634
PELBAY3_8_20,8,wet,2,Nearshore,PELBAY3,UNK,0.4,8.88,25.4,30,9.7,98,0.038,0.331,7.64,1,6.48,0.204,0.06,0.098,7.9,1.14,11.633,5.03E-05,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,0.27,-0.25,-0.25,-0.25,-0.25,559,24705,5.520759291,0.872688721,111.0228719
PELBAY3_9_20,9,wet,2,Nearshore,PELBAY3,UNK,0.3,8,19.7,27.8,12.1,92,0.032,0.422,3.39,1.4,5.1,0.218,0.065,0.115,7.6,1.18,10.261,9.33E-05,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,926,66785,6.201857161,0.907915583,276.209635
PELBAY3_10_20,10,wet,2,Nearshore,PELBAY3,UNK,0.2,8.9,19.7,26.8,18,98,0.025,0.364,3.54,2.5,6.5,0.307,0.07,0.12,7.7,1.25,10.417,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,942,66040,6.083116153,0.888304829,185.6162286
PELBAY3_11_20,11,dry,2,Nearshore,PELBAY3,PAIS1,0.2,9.62,21.2,23.2,91.7,99,0.005,1.1,8.92,2.4,8.16,0.268,0.067,0.25,8.1,2.97,11.88,4.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,46555,6.494359574,0.920604709,364.3958797
PELBAY3_12_20,12,dry,2,Nearshore,PELBAY3,PAIS3,0.4,10.2,19.9,20.5,19.4,102,0.009,0.432,13.5,2.2,9.11,0.249,0.08,0.142,8.2,1.22,8.592,0.000156145,0,0,0,0,0,0,0,0,0,0,0,0,0,744,45913,5.611847079,0.848731435,101.7270634
PELBAY3_1_21,1,dry,3,Nearshore,PELBAY3,PAIS3,0.3,9.63,20.7,18.1,46.7,106,0.008,0.357,5.48,2.1,9.2,0.372,0.065,0.181,8.2,1.76,9.724,3.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,797,32108,5.808123558,0.869368342,132.5050743
PELBAY3_2_21,2,dry,3,Nearshore,PELBAY3,PAIS1,0.2,8.66,19.3,21.4,13.2,95,0.011,0.349,10.7,1.6,9.21,0.264,0.055,0.083,8.2,1.26,15.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,27010,4.935541536,0.848887294,58.41751292
PELBAY3_3_21,3,dry,3,Nearshore,PELBAY3,PAIS1,0.2,8.89,21.2,19.5,18.5,104,0.022,0.252,3.18,1.6,8.61,0.247,0.058,0.11,8,1.21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,42888,5.538636456,0.862062158,122.2570011
PELBAY3_4_21,4,dry,3,Nearshore,PELBAY3,PAIS3,0.4,9.82,21.7,21.5,17,99,0.019,0.205,4.04,1.7,8.18,0.304,0.068,0.117,8.2,1.2,10.256,0.002507287,0,0,0,0,0,0,0,0,0,0,0,0,0,573,28727,5.409014954,0.851694582,88.70251099
PELBAY3_5_21,5,wet,3,Nearshore,PELBAY3,PAIS1,0.3,10.2,22.3,27.5,18.7,94,0.02,0.352,3.76,1.7,7.24,0.25,0.07,0.121,8.3,1.49,12.314,0.000249472,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,0.95,-0.25,-0.1,-0.25,-0.1,475,34867,5.311392772,0.86177535,104.0222114
PELBAY3_6_21,6,wet,3,Nearshore,PELBAY3,PAIS2,0.3,8.65,23.1,27.5,25.6,102,0.025,0.388,4.64,1.3,6.08,0.326,0.078,0.149,7.2,1.35,9.06,0.000104096,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,348,36255,5.080557994,0.868144602,89.63537258
PELBAY3_7_21,7,wet,3,Nearshore,PELBAY3,PAIS2,0.4,8.69,23.2,28.2,18,101,0.025,0.496,3.8,1.4,6.75,0.219,0.066,0.113,8.2,1.07,9.469,8.79E-05,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,356,35593,5.134155874,0.873909176,90.54012827
PELBAY3_8_21,8,wet,3,Nearshore,PELBAY3,PAIS3,0.6,3.03,22.4,29.3,12.6,106,0.07,0.917,24.4,1.6,6.36,0.086,0.017,0.072,8.5,1.2,16.667,0.000552788,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,622,35240,5.831328717,0.906479562,219.3106639
PELBAY3_10_21,10,wet,3,Nearshore,PELBAY3,PAIS3,0.6,9.06,20.4,26.9,7,104,0.018,0.656,11,2.2,6.56,0.111,0.039,0.077,7.8,1.05,13.636,0.000676626,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,859,52652,6.014146991,0.890223905,213.234102
POLE3S_3_19,3,dry,1,Nearshore,POLE3S,LO22,0.3,10.7,22.4,23.5,36.2,105,0.016,0.456,7.18,1,8.23,0.369,0.065,0.156,8.2,1.55,9.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,13408,4.579706289,0.861151364,49.48184325
POLE3S_5_19,5,wet,1,Nearshore,POLE3S,ELIZA2,0.5,11.5,24.4,26.9,15.8,102,0.011,0.226,8.46,1,7.92,0.348,0.076,0.122,8.3,1.17,9.59,5.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,329,29966,5.029684251,0.867776766,83.12180074
POLE3S_6_19,6,wet,1,Nearshore,POLE3S,LO22,1,0,0,31.6,3.3,105,0.008,0.062,3.78,1,7.72,-0.005,0.029,0.056,8.6,0.776,13.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,14463,4.327795948,0.873274208,49.06550547
POLE3S_7_19,7,wet,1,Nearshore,POLE3S,LO310,0.9,0,0,29.3,1.3,85,-0.005,0.041,2.24,0.9,7.99,-0.005,-0.002,0.023,8.8,0.973,42.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,43885,4.533473362,0.842669119,49.75155843
POLE3S_8_19,8,wet,1,Nearshore,POLE3S,LO8382,1.2,3.4,23.3,28.5,1.4,95,0.014,0.057,1.57,1.2,7.9,-0.005,-0.002,0.024,8.4,0.812,33.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,50811,4.731868316,0.840829228,61.75986542
POLE3S_12_19,12,dry,1,Nearshore,POLE3S,ELIZA23,0.4,0,0,17,15.5,107,0.015,0.864,47.5,1.4,9.89,-0.005,-0.002,0.088,8.7,1.93,21.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,23339,5.591875623,0.885949076,144.206237
POLE3S_1_20,1,dry,2,Nearshore,POLE3S,ELIZA2,0.3,0,0,23.7,17.5,111,0.012,0.192,6.3,1.2,8.03,0.364,0.044,0.094,8.2,1.31,13.936,9.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,408,29204,5.235450308,0.870939547,98.85448758
POLE3S_2_20,2,dry,2,Nearshore,POLE3S,ELIZA2,0.31,6.72,25,19.9,16.8,104,0.01,0.976,21.6,0.8,10.2,0.054,0.01,0.078,8.5,1.33,17.051,0.002799833,0,0,0,0,0,0,0,0,0,0,0,0,0,489,32901,5.407324256,0.873224761,99.50593404
POLE3S_4_20,4,dry,2,Nearshore,POLE3S,UNK,0.4,10.2,28,25.7,11.5,109,-0.005,0.246,7.46,0.8,8.17,0.307,0.065,0.105,8.3,1.26,12,0.000425359,0,0,0,0,0,0,0,0,0,0,0,0,0,353,20883,4.848890355,0.826543383,57.96665805
POLE3S_7_20,7,wet,2,Nearshore,POLE3S,UNK,1.1,7.85,28.7,29.6,1.6,111,0.021,0.091,3.44,1.1,7.37,0.006,0.008,0.034,8.5,0.997,29.324,2.51E-05,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,257,32579,4.651075769,0.838171201,56.08027952
POLE3S_8_20,8,wet,2,Nearshore,POLE3S,UNK,1.2,8.04,24.9,30,3,97,0.011,0.277,9.04,1.3,6.85,-0.005,0.017,0.047,8.2,0.923,19.638,0.000161529,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,273,25675,4.87329862,0.868762479,75.36987175
POLE3S_9_20,9,wet,2,Nearshore,POLE3S,UNK,0.7,7.56,20.1,28.2,2.8,96,0.014,0.204,12.2,1.3,7.15,0.04,0.025,0.056,7.9,0.993,17.732,0.002948799,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,0.31,-0.25,-0.25,-0.25,-0.25,507,43375,5.410893958,0.868729935,115.6290895
POLE3S_10_20,10,wet,2,Nearshore,POLE3S,UNK,0.2,8.68,19.8,27.4,56.2,104,0.008,0.773,6.73,2.4,7.54,0.347,0.063,0.179,8,1.58,8.827,0.000134607,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1076,66830,6.248351372,0.895050313,211.908665
POLE3S_11_20,11,dry,2,Nearshore,POLE3S,PAIS1,0.2,10.1,21,23.6,33.4,101,0.006,1.09,10.3,2.4,8.09,0.261,0.072,0.178,8.2,1.91,10.73,0.000428949,0,0,0,0,0,0,0,0,0,0,0,0,0,728,35437,5.823248128,0.883608819,155.6083444
POLE3S_12_20,12,dry,2,Nearshore,POLE3S,PAIS1,0.6,8.56,21.2,21.2,12.3,97,0.016,0.483,9.03,1.1,9.18,0.176,0.056,0.106,8.3,1.09,10.283,0.000626373,0,0,0,0,0,0,0,0,0,0,0,0,0,378,31233,5.07556829,0.855207881,87.3670889
POLE3S_1_21,1,dry,3,Nearshore,POLE3S,PAIS1,0.4,8.55,20.7,18.6,19.7,98,0.007,0.64,6.6,1.9,8.79,0.249,0.061,0.134,8.1,1.56,11.642,5.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,530,30950,5.412403365,0.862826317,102.3982771
POLE3S_2_21,2,dry,3,Nearshore,POLE3S,PAIS3,0.3,8.3,19.5,21.7,12.9,92,0.008,0.269,8.91,1.7,9.58,0.302,0.055,0.083,8.3,1.21,14.578,0.000585093,0,0,0,0,0,0,0,0,0,0,0,0,0,590,34153,5.321760443,0.834115711,87.89626021
POLE3S_3_21,3,dry,3,Nearshore,POLE3S,PAIS1,0.2,9.14,22.3,19.5,61,102,0.01,0.488,6.33,1.5,9.15,0.402,0.075,0.206,8.2,1.8,8.738,0.000100507,0,0,0,0,0,0,0,0,0,0,0,0,0,954,55295,5.991390384,0.873296035,158.0425429
